logged_at,tourney,round,match_no,player_a,player_b,pick_player,pick_odds,is_underdog,model_pick_prob,other_model_pick_prob,book_pick_prob,raw_edge,edge_score,confidence_score,agreement_score,volatility_score,pick_score,courtiq_score,bucket,voided,voided_at,voided_reason,outcome,profit_units,updated_at
2026-07-01T02:57:36+00:00,wimbledon2026,R64,2,Jenson Brooksby,Ignacio Buse,Ignacio Buse,120.0,True,0.526866,0.680822,0.433029,0.093837,0.9384,0.1075,0.8,0.8,0.4945,49.45,Upset Watch,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,3,Rafael Jodar,Pablo Carreno Busta,Rafael Jodar,-333.0,False,0.662323,0.821429,0.74253,-0.080207,0.0,0.6493,1.0,0.3478,0.31,31.0,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,4,Shintaro Mochizuki,Ethan Quinn,Ethan Quinn,-278.0,False,0.581665,0.8,0.701799,-0.120134,0.0,0.3267,1.0,0.5175,0.1962,19.62,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,5,Hubert Hurkacz,Sebastian Ofner,Hubert Hurkacz,-345.0,False,0.621503,0.746575,0.744069,-0.122566,0.0,0.486,1.0,0.3783,0.258,25.8,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,6,Soonwoo Kwon,Tommy Paul,Tommy Paul,-769.0,False,0.604567,0.844037,0.850919,-0.246352,0.0,0.4183,1.0,0.4327,0.2322,23.22,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,7,Brandon Nakashima,Jan-Lennard Struff,Brandon Nakashima,-333.0,False,0.655147,0.821429,0.729121,-0.073974,0.0,0.6206,1.0,0.3726,0.2989,29.89,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,8,Daniel Merida,Daniil Medvedev,Daniil Medvedev,-5000.0,False,0.690406,0.844037,0.949051,-0.258645,0.0,0.7616,1.0,0.2953,0.349,34.9,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,9,Felix Auger Aliassime,Dino Prizmic,Felix Auger Aliassime,-588.0,False,0.727269,0.857143,0.81309,-0.085822,0.0,0.9091,1.0,0.2095,0.4018,40.18,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,10,Nicolas Mejia,Michael Zheng,Michael Zheng,-417.0,False,0.588928,0.790123,0.777406,-0.188478,0.0,0.3557,1.0,0.4577,0.2109,21.09,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,11,Alejandro Davidovich Fokina,Fabian Marozsan,Alejandro Davidovich Fokina,-227.0,False,0.633497,0.857143,0.656242,-0.022745,0.0,0.534,1.0,0.4802,0.2622,26.22,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,12,Marton Fucsovics,Learner Tien,Learner Tien,-303.0,False,0.621948,0.844037,0.718811,-0.096864,0.0,0.4878,1.0,0.4361,0.2527,25.27,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,13,Roman Safiullin,Botic van de Zandschulp,Botic van de Zandschulp,110.0,True,0.529479,0.844037,0.451687,0.077792,0.7779,0.1179,0.8,0.8145,0.424,42.4,Lean,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,14,Jesper de Jong,Joao Fonseca,Joao Fonseca,-588.0,False,0.675404,0.844037,0.820818,-0.145415,0.0,0.7016,1.0,0.3194,0.3285,32.85,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,15,Arthur Rinderknech,Martin Damm,Arthur Rinderknech,-149.0,False,0.556791,0.746575,0.570527,-0.013735,0.0,0.2272,1.0,0.6886,0.1493,14.93,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,16,Stefanos Tsitsipas,Novak Djokovic,Novak Djokovic,-588.0,False,0.694379,0.844037,0.818032,-0.123653,0.0,0.7775,1.0,0.2885,0.3544,35.44,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,17,Alex De Minaur,Adrian Mannarino,Alex De Minaur,-476.0,False,0.670777,0.857143,0.788079,-0.117302,0.0,0.6831,1.0,0.3268,0.3223,32.23,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,18,Zachary Svajda,Kamil Majchrzak,Kamil Majchrzak,-244.0,False,0.572005,0.693548,0.680297,-0.108293,0.0,0.288,1.0,0.5166,0.1848,18.48,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,19,Karen Khachanov,Yannick Hanfmann,Karen Khachanov,-250.0,False,0.621421,0.779661,0.681818,-0.060397,0.0,0.4857,1.0,0.4739,0.2483,24.83,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,21,Jakub Mensik,Grigor Dimitrov,Jakub Mensik,-169.0,False,0.539133,0.611511,0.599237,-0.060104,0.0,0.1565,1.0,0.5847,0.1385,13.85,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,22,Matteo Berrettini,Arthur Fils,Arthur Fils,-161.0,False,0.672943,0.844037,0.592798,0.080144,0.8014,0.6918,1.0,0.4805,0.6701,67.01,Top Pick,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,23,Zizou Bergs,Jaime Faria,Zizou Bergs,-250.0,False,0.522752,0.347619,0.681818,-0.159067,0.0,0.091,0.5,0.6318,0.0391,3.91,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,24,Arthur Fery,Otto Virtanen,Otto Virtanen,-182.0,False,0.524107,0.418919,0.629269,-0.105162,0.0,0.0964,0.5,0.6224,0.0417,4.17,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,25,Taylor Fritz,Patrick Kypson,Taylor Fritz,-1250.0,False,0.682035,0.948949,0.894839,-0.212804,0.0,0.7281,1.0,0.3087,0.3376,33.76,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,26,Gabriel Diallo,Lorenzo Sonego,Lorenzo Sonego,-110.0,False,0.52504,0.652381,0.511628,0.013413,0.1341,0.1002,1.0,0.7681,0.1636,16.36,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,28,Kyrian Jacquet,Alexander Bublik,Alexander Bublik,-333.0,False,0.599668,0.844037,0.737859,-0.138191,0.0,0.3987,1.0,0.4527,0.2243,22.43,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,30,Jacob Fearnley,Jaume Munar,Jaume Munar,-200.0,False,0.588578,0.844037,0.647059,-0.058481,0.0,0.3543,1.0,0.5612,0.2002,20.02,Avoid,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,31,Quentin Halys,Marcos Giron,Quentin Halys,-110.0,False,0.553976,0.746575,0.5,0.053976,0.5398,0.2159,1.0,0.7636,0.3813,38.13,Lean,False,,,,,
2026-07-01T02:57:36+00:00,wimbledon2026,R64,32,Valentin Royer,Alexander Zverev,Alexander Zverev,-1429.0,False,0.70787,0.844037,0.91555,-0.20768,0.0,0.8315,1.0,0.249,0.3745,37.45,Avoid,False,,,,,
2026-07-02T01:43:33+00:00,wimbledon2026,R64,20,James Duckworth,Flavio Cobolli,Flavio Cobolli,-270.0,False,0.632716,0.844037,0.687869,-0.055153,0.0,0.5309,1.0,0.4498,0.2643,26.43,Avoid,False,,,,,
2026-07-02T01:43:33+00:00,wimbledon2026,R64,27,Frances Tiafoe,Jan Choinski,Frances Tiafoe,-769.0,False,0.649987,0.96443,0.84151,-0.191523,0.0,0.5999,1.0,0.36,0.294,29.4,Avoid,False,,,,,
2026-07-02T01:43:33+00:00,wimbledon2026,R64,29,Jiri Lehecka,Alex Molcan,Jiri Lehecka,-476.0,False,0.615259,0.857143,0.781577,-0.166318,0.0,0.461,1.0,0.4156,0.2468,24.68,Avoid,False,,,,,
